user_id#merchant_id,prob
68020#4784,0.53
37216#3965,0.04
31935#4288,0.03
57666#3871,0.005
75894#3901,0.045
43979#4138,0.015
61085#452,0.035
24941#3168,0.03
89068#1149,0.28
77474#28,0.01
73522#2290,0.02
24226#4752,0.015
59692#2454,0.015
2159#1487,0.02
99536#1358,0.025
66002#1472,0.03
16686#3369,0.045
7370#3555,0.015
28277#1811,0.02
28277#2591,0.05
66939#3818,0.035
4327#210,0.025
21757#1666,0.035
68087#3517,0.03
68087#3854,0.52
73461#1390,0.02
29244#637,0.03
70670#2193,0.005
66773#3337,0.015
54288#4072,0.01
41875#3331,0.025
1201#1138,0.045
96890#3626,0.04
1214#3637,0.015
3708#2821,0.02
3708#604,0.02
3708#3351,0.02
79650#3067,0.04
34918#1972,0.02
21918#4703,0.03
21918#2573,0.02
72340#3107,0.045
72340#3597,0.015
30978#2420,0.025
31979#4081,0.02
3932#3438,0.02
3932#637,0.005
61994#4460,0.03
85821#3362,0.02
92185#4594,0.015
71145#3333,0.055
15321#814,0.03
33982#2854,0.015
79713#4786,0.03
31966#4550,0.565
781#1753,0.03
781#1990,0.025
77007#2459,0.03
74147#1149,0.025
11062#1722,0.54
43162#4715,0.025
43069#1055,0.04
48751#3593,0.03
98700#1671,0.025
75319#2815,0.06
96966#2171,0.06
95663#4424,0.02
97185#4628,0.02
69360#2770,0.015
28958#3752,0.01
26470#2422,0.01
40330#1057,0.025
24541#4780,0.04
79963#1500,0.295
46622#3517,0.02
82532#3464,0.035
47083#3692,0.02
31497#3160,0.045
31497#820,0.045
31497#4787,0.025
66457#2459,0.53
66457#4466,0.025
66457#4072,0.035
105522#1376,0.035
105522#814,0.03
105522#2307,0.02
73482#1996,0.025
73482#823,0.03
101661#44,0.04
12322#2332,0.045
14152#2127,0.03
6160#4103,0.015
16591#2426,0.045
53679#1155,0.03
53679#2480,0.03
43149#1701,0.005
31865#1629,0.025
72538#2018,0.02
37259#1738,0.275
45328#4096,0.04
45328#610,0.035
45328#4746,0.045
73#2480,0.28
100053#309,0.02
100053#3317,0.015
66978#1164,0.05
85536#4061,0.03
85536#4873,0.03
76940#3854,0.02
54784#2875,0.01
24462#3823,0.015
36835#357,0.005
94755#5,0.045
94755#1883,0.05
74338#2804,0.04
64432#2262,0.01
97138#3879,0.025
97138#3321,0.545
40466#4517,0.015
40466#2589,0.045
37224#3854,0.05
105174#2459,0.02
24827#1897,0.025
73354#4425,0.515
73354#4072,0.07
30306#604,0.025
10183#4531,0.03
10183#2563,0.03
34986#2988,0.035
67484#1019,0.02
12825#1020,0.108333333333
57913#3965,0.035
73196#266,0.005
19626#3033,0.055
19626#210,0.05
64737#4491,0.025
76927#2815,0.02
58712#4067,0.02
74077#3552,0.01
86418#4517,0.02
88747#3218,0.05
88747#3965,0.03
88747#1335,0.02
5655#4881,0.01
97456#103,0.05
50799#2780,0.01
99343#1665,0.035
6074#3470,0.03
46265#4784,0.03
46265#3517,0.04
105052#455,0.045
8295#1472,0.03
8295#715,0.03
54650#1043,0.025
54650#252,0.035
52007#2302,0.025
74101#4476,0.06
85802#3160,0.04
23823#2239,0.025
34572#2480,0.025
78863#4103,0.07
38509#741,0.02
76293#4072,0.015
73543#2988,0.03
20330#221,0.025
101579#734,0.035
100931#770,0.02
75058#4072,0.03
75058#4085,0.02
787#1897,0.02
24629#2459,0.025
61469#3155,0.045
21340#4466,0.015
21340#5,0.015
68416#1046,0.035
68416#2127,0.02
24605#4590,0.55
73759#2780,0.045
90551#3464,0.02
79750#759,0.015
79750#4703,0.03
49184#1031,0.065
8021#4335,0.525
8021#2184,0.03
75923#4103,0.015
69779#1665,0.01
57938#4547,0.02
56293#3464,0.015
87901#1857,0.045
52454#3670,0.035
67175#2618,0.005
44079#4709,0.04
43258#1284,0.03
26541#2285,0.02
77368#4176,0.03
24057#4863,0.025
34332#690,0.015
21944#1623,0.02
41991#3559,0.045
369#4854,0.025
65749#3587,0.035
6846#1758,0.035
96770#3337,0.005
14422#2234,0.03
92448#2309,0.04
92448#3740,0.025
32243#2459,0.035
61595#4782,0.025
10129#1558,0.005
91064#4235,0.02
27473#1731,0.045
19705#1119,0.025
19705#1020,0.02
19705#361,0.025
39167#1385,0.035
64731#3509,0.06
75138#4072,0.065
75138#3529,0.025
105307#1701,0.035
53243#1897,0.035
68064#2815,0.04
20272#4873,0.045
34119#2141,0.015
79167#2835,0.02
22454#4216,0.03
54335#3827,0.03
63436#1250,0.035
63436#1360,0.04
63436#270,0.04
44920#4411,0.025
44920#3887,0.03
61476#139,0.02
23544#658,0.045
79080#4592,0.025
21787#4696,0.04
46434#3413,0.025
66531#1450,0.02
94879#4676,0.025
46362#3474,0.005
101064#2150,0.07
93829#3570,0.025
17418#458,0.03
51123#4452,0.015
93280#593,0.035
7275#3440,0.025
92384#4819,0.02
85971#1360,0.03
18656#1753,0.04
83314#2223,0.025
42919#1636,0.025
12063#3715,0.005
12063#3997,0.005
93566#2023,0.07
71887#2054,0.035
71887#936,0.055
25205#2000,0.025
102346#4103,0.065
80683#78,0.06
78236#2795,0.025
42427#3587,0.005
42427#2591,0.005
76261#2983,0.025
34776#145,0.02
34776#3807,0.04
38491#4876,0.035
38491#341,0.035
81940#1769,0.03
98068#4995,0.065
89697#4547,0.035
80034#2815,0.54
65593#1508,0.02
65593#646,0.015
44071#1363,0.015
98275#3670,0.03
98677#4192,0.02
17165#4150,0.015
7694#4780,0.005
27316#2017,0.025
74016#3101,0.035
74016#4273,0.01
92621#2218,0.035
66390#2033,0.0
9291#1624,0.035
9291#2385,0.055
1853#1875,0.05
105295#1120,0.025
67682#2459,0.555
103845#2459,0.545
103845#4031,0.025
68070#2356,0.01
28847#4982,0.025
73359#638,0.01
30693#3447,0.005
30691#3242,0.05
55831#3100,0.035
93401#2239,0.02
65075#4775,0.025
31022#4551,0.035
31022#3020,0.015
56891#4085,0.035
17743#4035,0.02
93695#3928,0.015
13830#1657,0.015
28056#4103,0.025
36513#4336,0.01
41555#1581,0.0
61154#2904,0.01
73225#3670,0.035
64884#1374,0.525
64884#813,0.055
15668#3395,0.025
10061#1145,0.04
41570#2573,0.015
41570#210,0.015
22488#833,0.03
48367#2674,0.02
19026#4870,0.02
84526#4459,0.035
69798#1591,0.04
86618#4365,0.02
86618#3464,0.02
86618#652,0.02
50054#1822,0.055
2878#3596,0.06
74801#1376,0.015
63024#4145,0.015
63024#4705,0.015
90147#1046,0.04
22778#952,0.035
22778#361,0.035
40508#3464,0.025
4285#1785,0.01
75625#3444,0.02
54220#1811,0.06
23750#3823,0.02
60874#2575,0.025
60874#114,0.025
100035#4782,0.02
100035#4182,0.02
23345#3320,0.01
86292#2356,0.025
74112#2414,0.03
74112#839,0.02
99353#2904,0.025
3008#294,0.005
42112#3323,0.02
42112#3517,0.05
99517#3464,0.005
26186#1886,0.025
104539#2426,0.03
1071#1875,0.02
33546#2234,0.03
52018#983,0.04
38497#3925,0.03
38497#2884,0.035
96853#530,0.03
82454#1282,0.01
89352#3580,0.025
72451#3587,0.08
37845#5,0.015
74477#3076,0.01
78646#3029,0.02
11846#44,0.03
32285#1358,0.035
32285#593,0.04
89963#634,0.025
39702#4072,0.055
39702#4649,0.02
17675#1701,0.02
82481#1886,0.02
80218#1971,0.01
63914#4881,0.055
3717#1725,0.535
43821#2332,0.035
40040#145,0.025
70569#1907,0.02
93008#2182,0.02
59740#4072,0.03
59740#1097,0.04
86254#1785,0.025
67397#471,0.015
72045#255,0.03
1802#3464,0.015
56552#4466,0.035
82911#4924,0.06
15272#1630,0.01
46152#4449,0.035
99079#2356,0.53
75041#4476,0.025
67839#3807,0.02
70299#4782,0.005
46408#2591,0.02
46408#750,0.02
74497#4091,0.525
2831#168,0.01
40971#4730,0.02
104238#1158,0.04
32853#3529,0.01
32853#2481,0.045
65053#4000,0.025
65053#1021,0.52
32537#3517,0.01
96108#2883,0.02
78081#3670,0.04
20107#3337,0.055
10325#2533,0.03
82775#4192,0.06
9999#3464,0.01
68261#1307,0.035
47386#1180,0.04
2610#977,0.525
104943#270,0.03
104177#4128,0.02
38831#3854,0.005
98234#2915,0.03
78741#711,0.055
98014#896,0.02
101743#452,0.03
17575#2139,0.025
17575#4072,0.07
32198#1753,0.53
103004#222,0.04
37615#977,0.01
1414#2018,0.015
1414#3528,0.03
93548#3321,0.025
99352#1510,0.055
52643#3589,0.05
57548#335,0.02
73677#996,0.045
79430#2414,0.035
79430#3246,0.02
79430#1581,0.55
28160#781,0.045
94186#3555,0.005
94186#4810,0.015
99457#530,0.01
90131#1119,0.05
96018#2548,0.02
13154#2404,0.0
13154#4148,0.0
43004#3818,0.035
43004#3073,0.02
11932#144,0.545
11932#1376,0.015
11932#3101,0.015
11932#2234,0.04
32676#3470,0.015
32676#2262,0.02
85000#78,0.015
12494#1245,0.015
47260#2979,0.045
1067#1174,0.025
7871#2616,0.02
20244#2054,0.045
54970#3249,0.02
60197#841,0.015
60197#3925,0.025
60197#4161,0.01
35265#2988,0.03
35265#4449,0.03
77349#530,0.015
103570#75,0.035
103570#1940,0.015
36641#4035,0.04
88613#4841,0.025
15424#2385,0.03
88915#607,0.045
88915#2459,0.015
84808#1558,0.015
35134#2829,0.56
90972#593,0.01
53793#501,0.02
53793#814,0.025
26880#4752,0.01
66337#2820,0.055
53828#501,0.045
64207#4216,0.54
73663#939,0.52
74394#4053,0.015
32234#530,0.025
46174#4564,0.03
63720#2459,0.02
23720#2518,0.035
30663#1284,0.02
81999#3587,0.045
94899#1158,0.02
94899#4345,0.03
5990#3036,0.065
90466#4072,0.04
90466#2522,0.035
90466#168,0.05
9838#4330,0.065
98720#1897,0.025
98720#1472,0.02
98720#4995,0.03
49183#4103,0.06
94732#3483,0.035
83812#3457,0.015
9422#3854,0.03
6960#2459,0.06
61151#5,0.025
46449#4594,0.035
24399#1133,0.055
53547#1245,0.01
83019#20,0.035
1553#3320,0.02
78816#1046,0.035
65603#3056,0.025
65603#1155,0.025
31887#4730,0.025
91744#4052,0.01
38372#768,0.035
57560#3464,0.025
54664#1665,0.005
54664#1477,0.03
22409#3351,0.02
32356#255,0.04
96224#4787,0.015
5677#3080,0.035
45089#2904,0.02
93905#4696,0.025
43860#3968,0.035
65535#1363,0.025
29653#878,0.065
8083#3438,0.055
78921#3464,0.025
13622#989,0.04
95336#814,0.025
83108#814,0.03
96814#2234,0.03
71282#3333,0.015
59460#255,0.04
59460#2141,0.015
73767#1581,0.025
35931#361,0.04
35931#2391,0.04
66614#4995,0.03
79451#4777,0.54
55165#2804,0.025
55165#370,0.055
6759#3323,0.015
67377#4345,0.025
62417#3107,0.525
76115#658,0.025
76115#939,0.06
21807#2313,0.035
21807#1897,0.03
103754#4192,0.04
76824#1020,0.03
76824#3246,0.03
2297#75,0.035
100266#844,0.01
18287#3818,0.03
35489#586,0.01
3872#3100,0.025
24327#1245,0.025
708#3470,0.025
4343#255,0.025
61973#1472,0.05
104537#3901,0.035
94193#4449,0.035
1058#145,0.045
53898#4452,0.05
63167#373,0.025
63167#841,0.015
98562#4086,0.04
49085#2835,0.04
7958#2809,0.03
69214#4836,0.025
5893#3871,0.03
3798#3362,0.045
22182#872,0.015
22182#1897,0.015
82218#1243,0.035
32733#3864,0.015
84249#28,0.02
35018#1629,0.02
99966#4859,0.03
15117#2806,0.03
52807#3249,0.035
83818#2171,0.03
81772#715,0.0
51462#254,0.02
90240#1307,0.035
49357#3576,0.025
36477#371,0.015
81504#3068,0.025
10835#2480,0.025
48725#1973,0.03
11526#1469,0.005
103110#1251,0.02
25452#2731,0.045
38885#1581,0.015
38885#4004,0.015
86521#4449,0.015
54445#2068,0.06
41633#2420,0.03
91945#604,0.03
101513#2245,0.005
56932#3345,0.04
25560#4853,0.525
39013#5,0.015
39013#3438,0.05
71332#814,0.02
79869#2459,0.03
79869#4335,0.03
15386#2426,0.53
24326#1245,0.04
56639#2253,0.025
90522#4168,0.055
104257#1363,0.04
51175#1926,0.025
65582#962,0.015
1753#780,0.02
1753#4779,0.025
1753#4449,0.045
1753#1897,0.03
1753#2768,0.025
103305#2805,0.035
3009#2422,0.025
46753#1857,0.025
46753#1581,0.025
21411#4965,0.035
53678#168,0.03
53678#3098,0.035
78776#94,0.045
100764#3465,0.015
90232#4466,0.03
28288#3587,0.06
24545#4005,0.01
90487#3234,0.0
73459#3812,0.025
70467#15,0.035
47359#1994,0.035
105747#2815,0.02
70650#4005,0.085
49039#81,0.03
47246#3774,0.015
25556#1614,0.03
100355#1811,0.04
4193#2459,0.03
56459#3965,0.035
40361#5,0.025
15266#4988,0.035
74720#4982,0.035
65029#3173,0.03
84401#4095,0.025
84401#4345,0.025
84401#421,0.025
36096#4113,0.03
13386#596,0.02
83889#1332,0.045
60557#1897,0.035
36657#4023,0.03
73279#372,0.02
76478#1046,0.02
87769#652,0.015
2438#156,0.025
2438#4772,0.035
24658#596,0.02
24658#4211,0.02
80566#351,0.04
80566#3168,0.05
42963#4826,0.025
32979#3818,0.02
32979#3228,0.045
88470#168,0.07
51186#1769,0.03
78108#5,0.03
78108#1469,0.035
6778#3143,0.04
41972#4870,0.015
20298#3356,0.04
48096#4963,0.015
64880#4280,0.515
3651#750,0.03
99311#2201,0.015
53288#716,0.015
53288#3337,0.025
76227#962,0.05
74011#3587,0.035
81747#1363,0.025
20683#2777,0.035
79632#4995,0.025
37676#3848,0.56
79826#2135,0.005
98370#3587,0.03
54737#2768,0.06
8198#2173,0.02
25690#4401,0.035
3826#1650,0.02
90483#121,0.02
90483#251,0.02
49314#3965,0.025
49314#2988,0.02
64645#604,0.01
64958#4425,0.04
52840#3356,0.02
4462#2782,0.01
39455#3381,0.03
51563#4594,0.02
71009#3036,0.02
45017#501,0.015
61205#612,0.02
35976#3470,0.015
81059#4562,0.01
83860#30,0.015
12426#715,0.02
44010#4754,0.02
78391#3670,0.035
70331#1886,0.03
14807#4472,0.02
14807#4784,0.025
36520#637,0.02
5572#2773,0.045
63244#4863,0.015
80268#521,0.05
60635#4210,0.02
60635#1243,0.53
40082#354,0.015
98221#1897,0.545
10038#4459,0.03
96793#142,0.02
24483#3100,0.065
24483#1020,0.065
24483#210,0.065
90013#2831,0.04
90013#4460,0.035
15187#3919,0.06
48980#2356,0.045
48980#3100,0.015
15013#1026,0.025
56386#4345,0.01
48285#4335,0.05
25116#1243,0.025
46997#3464,0.02
46997#2571,0.005
46997#4141,0.02
54538#4086,0.04
11965#2393,0.07
86965#887,0.015
86965#1555,0.025
11935#3395,0.02
16225#1786,0.015
45569#1422,0.02
93196#3849,0.015
22869#4090,0.055
22869#2829,0.58
49065#3670,0.025
62636#4067,0.045
96213#1886,0.05
9823#1230,0.05
9823#4982,0.02
83186#2171,0.025
47491#4492,0.045
47491#4950,0.025
68238#1046,0.005
68238#3854,0.015
60607#1971,0.05
82372#1360,0.05
96363#222,0.025
16188#3722,0.015
54194#3854,0.01
30458#3533,0.53
7554#1099,0.02
59471#3229,0.035
36884#1811,0.01
6042#2054,0.005
22289#814,0.555
102766#4335,0.02
89082#1155,0.53
86776#2835,0.04
38529#3249,0.025
38529#4306,0.285
49739#1701,0.035
49739#4351,0.045
49739#4411,0.045
80156#1581,0.01
51526#1753,0.04
83129#2582,0.005
83129#4982,0.005
96024#1857,0.01
12797#2454,0.04
71426#3080,0.015
34527#2322,0.02
5406#2809,0.025
5406#1473,0.025
102079#3160,0.035
81751#3514,0.04
12000#3597,0.025
53708#4752,0.03
27051#1145,0.04
46951#661,0.005
51501#3464,0.035
86594#931,0.02
86594#210,0.005
9724#3811,0.025
35897#2459,0.045
89096#3464,0.04
89096#982,0.045
84966#81,0.02
95459#2502,0.03
95459#4670,0.02
95459#637,0.02
85035#3297,0.015
85035#1897,0.045
100838#2459,0.545
54554#4995,0.01
54554#3925,0.05
55197#850,0.005
34992#4035,0.04
74024#3797,0.025
73778#2165,0.03
13948#716,0.015
104244#4377,0.015
10199#3277,0.03
44524#2422,0.04
105622#647,0.01
81736#4995,0.055
81736#2502,0.54
81736#2152,0.055
39413#138,0.555
23786#4099,0.01
51554#3848,0.06
38357#3901,0.035
38357#81,0.035
12742#872,0.025
31261#1886,0.045
52132#2988,0.04
74306#814,0.03
10300#4061,0.04
60902#2409,0.015
71284#3282,0.035
101182#4466,0.055
78249#373,0.555
175#4211,0.015
2454#4218,0.03
53086#210,0.56
38424#4569,0.045
41289#4061,0.025
1642#3994,0.025
37728#715,0.04
37728#4328,0.03
95604#3297,0.035
91433#2983,0.04
91433#845,0.04
91433#1438,0.04
30195#4335,0.55
70500#4085,0.035
54547#1149,0.035
89249#3887,0.02
36518#2889,0.01
58205#3073,0.035
103562#845,0.04
59377#3782,0.025
24411#1535,0.04
24411#4401,0.07
40649#4428,0.03
36386#2445,0.015
25389#4067,0.025
21702#2904,0.525
59174#4995,0.01
65847#4035,0.025
65847#129,0.03
16391#351,0.02
86636#1369,0.025
48989#3080,0.025
65101#4345,0.035
101048#646,0.01
58560#638,0.055
58560#2889,0.025
26110#1769,0.015
24142#4787,0.03
24142#845,0.015
90557#750,0.025
51832#2604,0.02
87103#222,0.02
10802#1245,0.02
26847#2353,0.045
82235#2069,0.02
82235#2567,0.035
91717#2054,0.015
91717#3362,0.005
58583#2603,0.0
86201#1245,0.065
86201#2603,0.065
72767#2182,0.025
50165#2603,0.035
50165#3587,0.025
62460#3925,0.02
62460#593,0.025
78626#3692,0.035
83805#4216,0.03
10256#351,0.015
10256#1579,0.01
43899#652,0.03
51045#4982,0.02
53447#3056,0.035
53447#367,0.035
75887#3094,0.03
101625#556,0.015
83089#1688,0.01
83089#3670,0.03
83089#3752,0.005
52362#2616,0.025
52362#199,0.04
86800#4335,0.02
86800#3413,0.01
54476#264,0.01
10202#1581,0.02
35924#3317,0.01
20007#2804,0.02
100832#647,0.055
47368#2815,0.575
2370#2262,0.02
2370#2648,0.02
32969#1665,0.02
98573#2591,0.535
98573#4134,0.05
98573#3285,0.015
30011#4594,0.015
100146#318,0.02
80550#2051,0.535
90882#939,0.065
38870#1502,0.525
8949#2737,0.025
46620#4253,0.03
44363#2532,0.045
88083#823,0.025
79961#156,0.06
87943#1581,0.025
34988#4956,0.55
82991#168,0.015
2190#3068,0.02
14891#3100,0.025
14891#4072,0.025
97026#823,0.02
7512#1847,0.005
72400#1581,0.025
35676#3268,0.045
51390#3080,0.02
7480#3477,0.03
96878#2124,0.03
100422#2356,0.03
46181#2829,0.035
46181#2173,0.04
65498#4325,0.55
95613#3786,0.04
85656#3854,0.005
85656#1811,0.06
85656#2480,0.035
23230#3539,0.02
220#1897,0.015
73526#4579,0.025
63947#2124,0.03
49828#4168,0.035
19499#2904,0.535
24007#2422,0.005
27711#200,0.045
81597#218,0.045
26562#2920,0.055
26562#526,0.045
58544#1665,0.015
105710#2459,0.505
44280#1500,0.035
3130#4147,0.04
71845#155,0.035
71845#556,0.03
71845#1324,0.04
72782#596,0.02
27334#3685,0.005
84604#156,0.275
87541#1619,0.03
39578#3559,0.04
16049#2484,0.05
53519#2301,0.025
99201#4365,0.015
39053#4425,0.025
20706#1650,0.05
20804#2459,0.54
20804#4552,0.045
94943#1897,0.03
80591#1886,0.015
80239#3965,0.02
56046#593,0.005
1984#2459,0.035
63505#1469,0.015
48767#2356,0.05
48767#845,0.055
47459#1701,0.54
99133#593,0.04
39108#539,0.03
75272#1738,0.03
48445#4335,0.03
33519#1245,0.02
82586#4634,0.02
94115#2017,0.03
9566#3818,0.045
9566#4472,0.035
17523#129,0.02
37187#1472,0.03
23122#299,0.015
36488#217,0.035
19133#4411,0.015
19133#373,0.01
46744#4218,0.03
88149#2234,0.005
102121#4797,0.04
29509#3871,0.035
99554#176,0.015
26150#2423,0.02
51127#711,0.02
41523#4158,0.005
18780#4995,0.02
13715#521,0.055
95948#2313,0.02
23400#2603,0.055
52416#2829,0.555
52416#3082,0.03
41948#4995,0.01
41948#4779,0.03
49619#3246,0.03
13350#3925,0.02
716#1245,0.03
13295#3508,0.02
3353#3080,0.03
100313#5,0.01
100313#270,0.01
38189#595,0.01
13600#652,0.015
67282#1897,0.045
19319#4696,0.05
9267#3464,0.025
9267#1043,0.03
2899#2770,0.07
2899#4072,0.045
2899#168,0.105
57281#3438,0.035
66275#318,0.015
99328#3030,0.05
91409#3669,0.05
63261#4000,0.045
63261#2459,0.025
20168#628,0.04
68381#3848,0.025
68381#176,0.02
23323#4216,0.02
13202#814,0.52
19467#4328,0.025
19467#1473,0.025
76162#3539,0.025
47855#4027,0.015
58842#145,0.045
58842#1358,0.04
42266#4103,0.04
38980#3734,0.025
38980#3246,0.54
35453#421,0.045
35453#4655,0.02
83766#939,0.51
58121#1586,0.02
58121#2171,0.02
84694#4709,0.525
84694#3464,0.03
12273#4096,0.015
12273#3458,0.03
87098#2459,0.525
87098#348,0.025
74558#2702,0.525
42204#3568,0.52
24882#2796,0.025
8698#4982,0.015
96121#2587,0.025
922#4294,0.04
922#1472,0.04
102959#2459,0.54
102959#652,0.035
102959#894,0.035
102959#3587,0.035
37480#1558,0.03
7717#2459,0.535
60320#2561,0.045
12485#2615,0.035
37366#2914,0.015
39793#4401,0.025
5697#2815,0.52
5697#1020,0.005
51055#1811,0.045
26422#2503,0.015
56728#2770,0.025
53227#1461,0.01
44700#4688,0.02
44700#1886,0.02
48298#3100,0.525
47824#3807,0.005
87741#2915,0.025
69201#716,0.05
57032#397,0.04
53894#3803,0.095
57370#1558,0.02
50355#4836,0.035
92773#4752,0.02
89621#3807,0.01
92159#2545,0.06
15422#276,0.035
56760#1738,0.035
70154#4103,0.025
40646#4377,0.01
19639#4280,0.03
34164#1879,0.025
86785#4072,0.52
54783#4701,0.02
15525#4476,0.015
83657#705,0.06
14345#4020,0.025
12443#661,0.54
55865#3901,0.01
74386#716,0.015
32949#3444,0.02
42681#2171,0.02
14253#4673,0.01
100398#3871,0.035
45653#671,0.05
96000#4452,0.02
96000#2534,0.02
91485#2213,0.02
19887#4103,0.06
102035#1307,0.015
102035#4067,0.01
27635#215,0.055
77084#3317,0.025
77084#357,0.015
93875#4460,0.035
19141#4863,0.03
95155#3828,0.03
15659#3356,0.025
41260#3670,0.015
101187#1472,0.065
101187#3576,0.04
39814#1284,0.035
39814#1629,0.015
48526#4294,0.075
48526#3122,0.01
93856#1897,0.015
46051#1581,0.025
46051#4476,0.02
2142#2409,0.02
24066#4401,0.52
14815#3901,0.01
22470#4297,0.01
6728#4013,0.045
8457#2061,0.025
36462#4072,0.01
24557#3887,0.04
97405#1557,0.025
10894#931,0.02
8584#4085,0.03
1269#4072,0.05
87790#3369,0.03
94671#3249,0.035
29010#3692,0.04
61940#1284,0.02
61940#2459,0.02
28270#2234,0.035
82732#502,0.015
66010#749,0.015
66010#2213,0.015
14895#608,0.01
63714#3337,0.035
63714#4452,0.52
63714#31,0.52
14042#1260,0.04
99630#4608,0.02
63271#3168,0.025
25386#2307,0.02
56236#3264,0.035
43689#2548,0.02
46398#845,0.025
26982#3168,0.025
16606#1376,0.01
5847#4598,0.02
66993#3759,0.045
72816#1688,0.27
24576#2149,0.01
25718#4491,0.02
37506#780,0.035
82529#3464,0.55
62678#4772,0.015
16250#4684,0.065
78458#1461,0.025
80076#460,0.01
61157#780,0.015
95600#2815,0.07
103687#344,0.02
41707#939,0.515
80518#4466,0.01
97283#2524,0.02
48426#4103,0.07
48426#637,0.035
97746#94,0.04
97746#4326,0.04
46336#1174,0.02
25097#2480,0.025
1930#814,0.015
59524#1633,0.025
11967#2615,0.035
85468#2248,0.01
43965#2615,0.025
57457#1785,0.02
57457#1707,0.02
78954#2422,0.52
45298#372,0.045
73481#4772,0.035
35402#3080,0.015
48533#4491,0.035
12120#2691,0.06
12120#4459,0.06
70062#939,0.03
48317#1243,0.02
23614#3587,0.01
29662#3080,0.02
84065#3100,0.025
99694#3540,0.015
8205#2533,0.015
9135#2592,0.035
6472#144,0.015
90490#2256,0.02
28627#1174,0.045
66929#4134,0.015
2206#3067,0.025
2206#3583,0.025
8033#820,0.03
88481#1031,0.055
73623#3173,0.005
1904#2422,0.07
79572#348,0.045
37085#2534,0.02
30213#1020,0.02
33278#1753,0.045
18900#2702,0.02
80003#4103,0.04
82642#370,0.02
82642#367,0.02
9208#72,0.04
70519#4547,0.025
17637#23,0.015
81623#1753,0.025
103021#4091,0.02
70395#4245,0.02
101685#894,0.02
66618#78,0.035
66618#814,0.03
2292#2780,0.025
67767#4286,0.06
24355#2618,0.285
48427#2454,0.015
3499#2256,0.035
91470#4535,0.015
91491#4772,0.08
38369#4214,0.035
53191#2463,0.035
89092#2356,0.02
89092#1940,0.03
89092#2598,0.025
25009#2399,0.01
66097#4460,0.535
62077#4689,0.02
67243#3529,0.03
51350#814,0.04
51350#2262,0.045
24520#1623,0.02
1335#2541,0.03
102875#1031,0.055
79922#2990,0.04
26322#4982,0.015
74104#2262,0.06
4526#3107,0.015
58588#1811,0.04
45766#1701,0.05
45766#276,0.05
45766#1769,0.05
71387#3471,0.01
72980#814,0.045
26472#2480,0.035
71022#2591,0.06
71022#150,0.555
71022#31,0.06
15801#400,0.03
104652#1838,0.015
104652#2165,0.02
77882#2446,0.015
9123#4820,0.02
8835#2391,0.04
89198#1990,0.005
19994#1573,0.02
19994#2171,0.02
20988#144,0.045
94731#222,0.02
101093#4547,0.035
89599#1971,0.04
89599#2454,0.535
15786#31,0.04
15786#3337,0.04
15786#3715,0.035
58181#705,0.025
58181#3813,0.045
58181#845,0.03
12810#530,0.005
5977#823,0.03
81860#4280,0.015
81860#5,0.01
22767#1138,0.525
22767#1046,0.025
83118#3854,0.03
70264#4103,0.02
62714#1785,0.015
98458#3356,0.03
67814#1496,0.015
48658#4165,0.035
74383#4688,0.015
87136#2420,0.525
28997#3464,0.025
30620#3921,0.03
5379#2285,0.05
86650#1665,0.525
4187#997,0.015
44401#2459,0.03
22117#2454,0.04
48500#1811,0.515
23165#1769,0.02
23165#3670,0.075
39583#168,0.06
84442#878,0.015
93527#4476,0.04
8618#4345,0.035
79324#4594,0.015
29814#2270,0.025
29814#3218,0.025
36710#850,0.52
36710#4850,0.52
41384#1838,0.035
59362#4782,0.03
59362#4562,0.03
27830#2777,0.01
41361#1994,0.02
47498#4204,0.015
47498#814,0.01
43776#2353,0.04
43776#4982,0.02
43776#1897,0.02
79191#1096,0.035
21155#3457,0.01
47331#3898,0.02
73922#4072,0.055
94293#3057,0.025
899#2459,0.025
15287#4964,0.02
30071#1396,0.05
30071#1250,0.05
83939#4853,0.035
104269#1510,0.055
24647#3168,0.025
25485#1031,0.055
76458#3818,0.01
13109#4775,0.03
46144#4787,0.075
11037#2273,0.0
11037#2454,0.0
3751#433,0.035
5166#4466,0.03
8927#3080,0.02
43231#4688,0.03
62346#4411,0.03
8265#1180,0.025
73937#1400,0.01
25663#661,0.01
49922#4982,0.04
49922#1477,0.025
35499#3857,0.01
73761#2182,0.01
67830#1857,0.04
67830#1438,0.015
9469#3587,0.035
41929#2356,0.03
85646#3317,0.03
34653#3685,0.02
34653#400,0.015
34653#1886,0.02
34653#1940,0.03
103655#4192,0.02
45176#3637,0.01
103681#1897,0.045
46898#595,0.02
28699#4306,0.03
35193#3100,0.015
1863#1994,0.055
30868#460,0.025
45357#1701,0.045
30344#3160,0.05
61989#4688,0.025
13575#4297,0.065
47915#1907,0.005
9507#1951,0.025
60893#1472,0.015
28684#2198,0.05
97942#1046,0.04
32358#4592,0.035
19132#2128,0.56
25831#417,0.02
25969#4457,0.01
91020#1885,0.03
79562#2041,0.02
29024#3722,0.025
56961#1183,0.05
89262#2809,0.02
103843#4510,0.015
5244#3800,0.01
11077#3579,0.02
97400#4452,0.03
97400#1250,0.05
29648#1284,0.03
29648#597,0.025
29856#4335,0.015
22474#2399,0.02
94718#3807,0.025
23796#4873,0.025
